(85.19257354736328, 376.6954345703125)
(664.7060546875, 314.6316223144531)
(751.3370971679688, 264.9497375488281)
(452.86993408203125, 285.4095458984375)
(628.2975463867188, 309.521728515625)
(839.5022583007812, 441.27264404296875)
(401.1861877441406, 278.6257019042969)
(244.91270446777344, 172.82669067382812)
(138.9850616455078, 472.72430419921875)
(686.9346313476562, 278.9033508300781)
(323.0133972167969, 268.444580078125)
(662.0829467773438, 435.6567077636719)
(644.131591796875, 407.5887145996094)
(417.20684814453125, 427.4805603027344)
(806.6080932617188, 275.6221923828125)
(131.5000762939453, 153.68165588378906)
(545.8499145507812, 307.3524169921875)
(112.56625366210938, 266.2203674316406)
(86.12671661376953, 223.67721557617188)
(195.96200561523438, 243.8834686279297)
(259.01617431640625, 279.6466369628906)
(361.75439453125, 420.0476379394531)
(92.79540252685547, 182.50013732910156)
(363.69622802734375, 475.7276611328125)
(779.8785400390625, 316.8396911621094)

(558.0186767578125, 214.77566528320312)
(361.8926086425781, 191.5712127685547)
(361.9744567871094, 191.1743927001953)
(558.0972290039062, 214.6861114501953)
(884.6035766601562, 254.9307861328125)
(828.1024169921875, 247.3385772705078)
(479.0859069824219, 205.51498413085938)
(339.33282470703125, 239.0318145751953)
(328.0474548339844, 237.81028747558594)
(478.97552490234375, 204.85894775390625)
(249.578369140625, 59.351959228515625)
(1083.3560791015625, 400.36773681640625)
(83.41626739501953, 34.0493278503418)
(249.53256225585938, 58.81987380981445)
(1021.4111328125, 184.55072021484375)
(449.033447265625, 236.04150390625)
(379.8497619628906, 229.28402709960938)
(339.7739562988281, 224.23770141601562)
(70.96998596191406, 474.5148010253906)
(328.49859619140625, 223.2021026611328)
(527.03173828125, 245.30792236328125)
(537.0829467773438, 245.44735717773438)
(415.94842529296875, 411.9346008300781)
(963.10205078125, 265.2833557128906)
(936.7405395507812, 205.79742431640625)
(389.7740173339844, 229.95912170410156)
(178.30902099609375, 144.921630859375)
(415.6678161621094, 412.1475830078125)
(429.42974853515625, 234.69798278808594)
(506.75714111328125, 242.46566772460938)
(792.5664672851562, 387.0998840332031)
(419.4624938964844, 233.4037628173828)
(516.9564819335938, 242.8829803466797)
(409.67364501953125, 232.39402770996094)
(402.41845703125, 365.2058410644531)
(496.62200927734375, 240.8501739501953)
(40.36811065673828, 132.20301818847656)
(532.0451049804688, 253.7019500732422)
(439.2597961425781, 234.95523071289062)
(414.4667663574219, 241.21421813964844)
(399.924072265625, 231.3616943359375)
(402.6687927246094, 365.1378479003906)
(1107.739501953125, 198.85191345214844)

(71.41183471679688, 322.3761901855469)
(556.63037109375, 300.3860778808594)
(467.5045166015625, 327.7402038574219)
(59.527652740478516, 395.49566650390625)
(584.8008422851562, 362.5204162597656)
(286.70819091796875, 124.9108657836914)
(377.0791931152344, 303.5710144042969)
(396.12408447265625, 333.1858215332031)
(457.23040771484375, 331.4110412597656)
(442.07861328125, 140.3494415283203)
(171.46437072753906, 114.0960922241211)
(280.6697692871094, 340.9768371582031)
(240.6702117919922, 120.46549987792969)
(467.05584716796875, 327.1475524902344)
(474.30377197265625, 143.94610595703125)
(571.2900390625, 319.0526428222656)
(90.82556915283203, 390.8880615234375)
(142.30410766601562, 380.2823181152344)
(611.77490234375, 296.4905700683594)
(209.37255859375, 337.8882751464844)
(28.456357955932617, 344.07952880859375)

(312.53985595703125, 419.5310363769531)
(605.6808471679688, 406.390380859375)
(435.5984191894531, 421.68951416015625)
(422.064208984375, 235.11959838867188)
(600.7330322265625, 414.3793640136719)
(509.1026611328125, 234.7941436767578)
(583.19775390625, 434.34857177734375)
(581.83251953125, 258.95806884765625)
(622.6614379882812, 410.4067077636719)
(301.5203857421875, 386.3031311035156)
(190.00953674316406, 438.83258056640625)
(611.6873168945312, 410.3080749511719)
(405.5052185058594, 433.6634826660156)
(508.4434509277344, 430.66058349609375)
(118.47958374023438, 450.0689697265625)
(582.478271484375, 316.4428405761719)
(326.1984558105469, 436.5320129394531)
(600.43896484375, 346.9009704589844)
(582.4081420898438, 316.3352966308594)
(621.3284912109375, 346.8684387207031)
(457.91180419921875, 405.814697265625)
(458.4153137207031, 405.52386474609375)
(496.8389892578125, 344.414794921875)
(298.3664245605469, 444.8338623046875)
(486.3551025390625, 419.1248474121094)
(586.5428466796875, 296.1413879394531)
(180.03375244140625, 419.2728576660156)
(29.514009475708008, 436.9855041503906)
(600.2612915039062, 346.9751281738281)
(439.7327880859375, 430.0448913574219)
(585.9864501953125, 316.1274108886719)
(409.3891296386719, 342.7642822265625)
(340.7834777832031, 444.89788818359375)
(130.4571075439453, 149.81765747070312)
(330.6100769042969, 455.7508850097656)
(573.9227905273438, 343.3704528808594)
(255.07627868652344, 428.261474609375)
(617.00927734375, 404.91943359375)

(50.706687927246094, 53.248680114746094)
(241.45501708984375, 350.135498046875)
(330.6069641113281, 411.3475036621094)
(298.3160705566406, 388.5460205078125)
(241.3201904296875, 349.4429626464844)
(121.46320343017578, 616.2276000976562)
(298.53851318359375, 388.4237976074219)
(455.0983581542969, 502.29132080078125)
(529.7776489257812, 632.884765625)
(330.9158020019531, 411.6182861328125)
(466.7626037597656, 452.6842041015625)
(50.04844284057617, 67.37448120117188)
(169.8205108642578, 163.7149658203125)
(435.5242004394531, 487.70428466796875)
(100.51152801513672, 503.1927795410156)
(102.82840728759766, 305.4466857910156)
(467.2881774902344, 571.39794921875)
(268.24407958984375, 524.2584838867188)
(99.22745513916016, 503.73236083984375)
(57.56006622314453, 68.4077377319336)
(426.49053955078125, 485.07122802734375)
(450.6083679199219, 562.7728881835938)
(50.694679260253906, 79.14199829101562)
(98.60285186767578, 503.5802001953125)
(268.0552673339844, 523.9654541015625)
(113.60279083251953, 235.12448120117188)
(105.80302429199219, 317.8487548828125)
(114.00695037841797, 253.45172119140625)
(209.9381103515625, 502.4185485839844)
(53.11353302001953, 80.04444122314453)
(450.7118225097656, 562.7471923828125)
(69.31461334228516, 249.47181701660156)
(105.08003234863281, 322.1783447265625)
(181.957275390625, 237.1033935546875)
(193.05918884277344, 213.23512268066406)
(241.4053192138672, 356.9111328125)

(382.5563049316406, 225.26979064941406)
(377.02545166015625, 282.1783752441406)
(111.54676818847656, 277.58380126953125)
(110.43793487548828, 277.597900390625)
(112.86382293701172, 53.606048583984375)
(314.1772155761719, 227.69615173339844)
(78.52654266357422, 279.0921630859375)
(75.52449798583984, 277.6139221191406)
(314.19769287109375, 228.96414184570312)
(310.25701904296875, 300.0564880371094)
(345.7533264160156, 250.85939025878906)
(78.21025085449219, 279.18646240234375)
(413.5517883300781, 305.6603088378906)
(199.34657287597656, 218.61463928222656)
(79.71321868896484, 246.47970581054688)
(218.06399536132812, 78.9473876953125)
