(564.6243286132812, 308.76434326171875)
(687.2196655273438, 113.72901916503906)
(686.3423461914062, 111.45171356201172)
(686.9375610351562, 113.23511505126953)
(799.7528076171875, 138.07196044921875)
(424.5014953613281, 48.70685958862305)
(346.1786804199219, 378.65606689453125)
(434.0691833496094, 47.21458435058594)
(242.63540649414062, 429.3124694824219)
(577.0565795898438, 306.83319091796875)
(693.8101806640625, 184.1619873046875)
(120.93097686767578, 177.1167755126953)
(225.86573791503906, 146.0399169921875)
(713.4053955078125, 198.70913696289062)
(681.1793212890625, 162.31455993652344)
(685.6519165039062, 165.0386505126953)
(24.160306930541992, 74.38099670410156)
(433.19232177734375, 33.185523986816406)
(430.7103271484375, 47.18490219116211)
(665.9472045898438, 35.00350570678711)
(161.33145141601562, 153.19923400878906)
(19.131799697875977, 188.25352478027344)
(431.2183837890625, 47.19477081298828)
(413.7427062988281, 48.83099365234375)
(24.3716983795166, 119.95418548583984)
(45.397640228271484, 195.4130859375)
(313.8128356933594, 371.3768005371094)
(672.4273071289062, 157.17086791992188)
(334.5770568847656, 283.92388916015625)
(165.97726440429688, 366.1214294433594)
(763.3729858398438, 330.6570129394531)
(434.5244445800781, 33.39909362792969)
(120.63477325439453, 182.859619140625)
(759.0963134765625, 288.9544677734375)
(672.8914794921875, 159.8029022216797)
(45.13329315185547, 193.32461547851562)

(26.637025833129883, 190.00634765625)
(71.03736114501953, 108.01093292236328)
(27.463048934936523, 170.30162048339844)
(27.233543395996094, 169.19700622558594)
(29.06320571899414, 190.8217010498047)
(50.873016357421875, 137.10711669921875)
(67.72805786132812, 117.29999542236328)
(228.9481658935547, 189.56785583496094)
(44.73710250854492, 176.46673583984375)
(50.93487548828125, 137.4746551513672)
(44.29113006591797, 178.8417205810547)
(44.807769775390625, 175.88833618164062)
(53.80988693237305, 186.47361755371094)
(144.24563598632812, 29.453218460083008)
(32.18807601928711, 131.05068969726562)
(48.89663314819336, 111.22150421142578)
(33.4003791809082, 180.6610870361328)
(218.6425018310547, 108.02100372314453)
(49.129234313964844, 111.4439468383789)
(223.7041015625, 126.14105987548828)
(280.01483154296875, 114.38623046875)
(26.45708656311035, 140.2002716064453)

(50.16477966308594, 394.7353515625)
(444.5701904296875, 281.6190490722656)
(280.7020263671875, 61.048160552978516)
(279.4103088378906, 30.703689575195312)
(280.73583984375, 61.15018081665039)
(447.4537658691406, 318.0184020996094)
(264.1201477050781, 280.87274169921875)
(264.2581787109375, 281.16986083984375)
(447.47076416015625, 318.9505310058594)
(11.388078689575195, 384.82830810546875)
(419.0715637207031, 205.58082580566406)
(431.3812255859375, 372.44464111328125)
(150.22787475585938, 203.3338165283203)
(292.1238098144531, 58.528011322021484)
(73.51753997802734, 369.9923400878906)
(420.5749206542969, 205.63917541503906)
(149.42166137695312, 203.23731994628906)
(118.62895965576172, 234.0547637939453)
(289.76715087890625, 58.33798599243164)
(152.643310546875, 203.356689453125)
(179.84213256835938, 424.8993835449219)
(179.69924926757812, 424.64373779296875)
(448.70166015625, 365.4407653808594)
(433.430419921875, 348.5954284667969)
(96.18243408203125, 279.42071533203125)
(223.34609985351562, 484.2421875)
(270.694580078125, 61.37918472290039)
(58.4389533996582, 233.18211364746094)
(447.65618896484375, 336.37548828125)
(270.2496032714844, 61.394126892089844)
(390.58056640625, 181.7988739013672)
(263.69732666015625, 249.8518829345703)
(268.7857666015625, 61.38087463378906)
(126.14826202392578, 322.9468078613281)
(528.3912963867188, 389.8009338378906)
(129.80699157714844, 376.06488037109375)
(91.02581024169922, 367.6031188964844)
(58.62870407104492, 233.89654541015625)
(292.0047912597656, 44.37581253051758)

(20.818954467773438, 374.9737854003906)
(165.8603515625, 277.9543762207031)
(206.0690460205078, 291.4204406738281)
(238.28179931640625, 145.95008850097656)
(251.244140625, 329.20611572265625)
(238.30038452148438, 146.5341033935547)
(280.15447998046875, 285.6507568359375)
(145.04220581054688, 299.8883361816406)
(392.8589782714844, 323.91827392578125)
(146.87425231933594, 300.0489196777344)
(146.45767211914062, 300.4525451660156)
(464.1073913574219, 271.121826171875)
(447.50311279296875, 309.3786315917969)
(124.75157928466797, 306.0713195800781)
(149.1436004638672, 270.6502990722656)
(28.513748168945312, 300.1038513183594)
(83.16387939453125, 308.19158935546875)
(102.55089569091797, 279.75146484375)
(470.1176452636719, 273.1132507324219)
(237.04783630371094, 140.80615234375)
(311.4615783691406, 284.7088928222656)
(311.5447998046875, 284.76068115234375)
(161.66810607910156, 287.12615966796875)
(185.93663024902344, 302.1507873535156)
(129.68817138671875, 274.0933837890625)
(190.58949279785156, 278.5403747558594)
(463.1409606933594, 332.8439636230469)
(467.3567810058594, 18.291667938232422)
(29.735998153686523, 103.53794860839844)
(331.8338623046875, 269.1775207519531)
(331.2030944824219, 272.57666015625)
(331.6121826171875, 272.5613708496094)
(473.6927490234375, 277.9078674316406)

(179.03863525390625, 420.8099670410156)
(39.6535758972168, 410.0845947265625)
(252.47010803222656, 421.0455017089844)
(43.13536834716797, 425.8332824707031)
(232.61285400390625, 412.0832214355469)
(298.44622802734375, 301.4571838378906)
(303.4754943847656, 295.9626159667969)
(163.50018310546875, 112.00235748291016)
(43.0081787109375, 425.6392822265625)
(201.8241729736328, 414.74444580078125)
(71.04053497314453, 253.85414123535156)
(165.80104064941406, 112.1869125366211)
(186.56838989257812, 431.7132263183594)
(187.56031799316406, 434.18609619140625)
(298.8923034667969, 302.3704833984375)
(89.7549057006836, 399.0037841796875)
(64.6695327758789, 280.63580322265625)
(276.6893310546875, 429.6553955078125)
(169.54449462890625, 112.36945343017578)
(278.7149658203125, 430.332763671875)
(254.42945861816406, 252.6503448486328)
(264.0584716796875, 432.1653747558594)
(75.46353912353516, 199.4617462158203)
(255.5104522705078, 451.311767578125)
(264.4336242675781, 433.15679931640625)
(277.99029541015625, 344.5116882324219)
(264.13818359375, 401.1126403808594)
(265.26556396484375, 433.0741882324219)

(410.23260498046875, 498.0068054199219)
(665.4763793945312, 454.8243103027344)
(814.3963623046875, 445.0336608886719)
(373.8507080078125, 500.6711120605469)
(345.6601257324219, 351.1362609863281)
(174.4562530517578, 463.2113952636719)
(814.0770874023438, 445.2144470214844)
(174.65234375, 463.3996887207031)
(617.0179443359375, 367.5837707519531)
(884.1377563476562, 462.13873291015625)
(144.08070373535156, 428.1192321777344)
(178.5963134765625, 503.92633056640625)
(113.82484436035156, 505.2504577636719)
(338.8711242675781, 473.7937927246094)
(144.11514282226562, 427.5749206542969)
(723.0513916015625, 420.8229064941406)
(143.95993041992188, 426.3293762207031)
(719.63427734375, 427.9244079589844)
(885.0467529296875, 462.150634765625)
(181.12791442871094, 522.5127563476562)
(617.4857177734375, 367.42132568359375)
(18.394899368286133, 413.7685852050781)
(230.2099609375, 499.98992919921875)
(230.61245727539062, 499.7431640625)
(30.724578857421875, 394.5521545410156)
(309.1960144042969, 412.8243713378906)
(604.5933227539062, 422.519287109375)
(486.2037048339844, 472.751953125)
(686.83447265625, 471.10113525390625)
(604.2803344726562, 422.1916198730469)
(486.291748046875, 467.93145751953125)
(134.16273498535156, 481.7655029296875)
(486.43359375, 469.80657958984375)
(606.9476318359375, 422.3517150878906)
(686.6516723632812, 471.5263977050781)

(554.6967163085938, 942.60400390625)
(608.6836547851562, 690.7626953125)
(562.7116088867188, 769.544677734375)
